#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: character.png (128 x 1660)
# $TexturePacker:SmartUpdate:a79e19ae138ba1803e52a6aaebe89971:f133256da6590eed23d66328c3de2b59:c7cf1cde85eeac94c828f9f9f93e26ad$
#

alert_0;0;2;956;60;72;60;74;0.5;0.4861111111111111
alert_1;0;2;806;60;73;60;74;0.5;0.4931506849315068
alert_2;0;64;582;60;74;60;74;0.5;0.5
alert_3;0;2;806;60;73;60;74;0.5;0.4931506849315068
alert_4;0;2;956;60;72;60;74;0.5;0.4861111111111111
fly_0;1;2;2;80;60;60;80;0.5;0.5
fly_1;1;2;64;80;60;60;80;0.5;0.5
heal_0;0;2;806;60;73;67;75;0.44166666666666665;0.4863013698630137
heal_1;0;64;812;60;73;67;75;0.5583333333333333;0.4863013698630137
heal_2;0;2;346;60;75;67;75;0.44166666666666665;0.5
jump_0;0;2;881;60;73;60;73;0.5;0.5
ladder_0;0;2;1103;58;73;61;75;0.5258620689655172;0.5136986301369864
ladder_1;0;2;1178;58;73;61;75;0.47413793103448276;0.4863013698630137
proneStab_0;1;72;126;47;70;70;47;0.5;0.5
proneStab_1;1;71;198;47;70;70;47;0.5;0.5
prone_0;1;72;126;47;70;70;47;0.5;0.5
rope_0;0;64;734;58;76;58;76;0.5;0.5
rope_1;0;2;1253;58;71;58;76;0.5;0.4647887323943662
sit_0;0;2;1590;60;68;60;68;0.5;0.5
stabO1_0;0;64;960;60;72;79;72;0.3416666666666667;0.5
stabO1_1;0;62;1105;63;69;79;72;0.626984126984127;0.4782608695652174
stabO2_0;0;64;351;60;75;82;75;0.31666666666666665;0.5
stabO2_1;1;2;1391;68;67;82;75;0.6119402985074627;0.4485294117647059
stabOF_0;0;64;1590;60;68;105;73;0.125;0.4632352941176471
stabOF_1;0;64;887;61;71;105;73;0.5327868852459017;0.5140845070422535
stabOF_2;1;2;196;67;69;105;73;0.7608695652173914;0.4552238805970149
stand1_0;0;2;423;60;75;60;75;0.5;0.5
stand1_1;0;64;428;60;75;60;75;0.5;0.5
stand1_2;0;2;500;60;75;60;75;0.5;0.5
stand1_3;0;64;428;60;75;60;75;0.5;0.5
stand1_4;0;2;423;60;75;60;75;0.5;0.5
swingO1_0;0;62;1320;60;69;88;74;0.26666666666666666;0.463768115942029
swingO1_1;0;2;654;60;74;88;74;0.2833333333333333;0.5
swingO1_2;0;2;126;68;68;88;74;0.6470588235294118;0.45588235294117646
swingO2_0;0;2;346;60;75;73;75;0.39166666666666666;0.5
swingO2_1;0;64;812;60;73;73;75;0.5416666666666666;0.4863013698630137
swingO2_2;0;62;1176;61;70;73;75;0.5983606557377049;0.4642857142857143
swingO3_0;0;62;1248;60;70;83;71;0.30833333333333335;0.4928571428571429
swingO3_1;0;2;1030;60;71;83;71;0.6416666666666667;0.5
swingO3_2;1;2;1528;69;60;83;71;0.6916666666666667;0.4855072463768116
swingOF_0;0;64;1034;62;69;107;87;0.25;0.39855072463768115
swingOF_1;0;64;270;58;79;107;87;0.07758620689655173;0.5506329113924051
swingOF_2;0;2;267;60;77;107;87;0.5083333333333333;0.512987012987013
swingOF_3;0;2;1460;68;66;107;87;0.7867647058823529;0.3409090909090909
walk1_0;0;64;505;60;75;60;75;0.5;0.5
walk1_1;0;64;658;60;74;60;75;0.5;0.49324324324324326
walk1_2;0;2;577;60;75;60;75;0.5;0.5
walk1_3;0;2;730;60;74;60;75;0.5;0.49324324324324326
